tempoInicio,tempoDigitando,user,codExperimento,peticao,horarioRecebido
00:55:44,00:43:27,1662,1.0,"Excelência, a liberdade provisória deve ser concedida aos réus, tendo em vista que, os requisitos autorizadores da prisão preventiva presente nos Art. 312 do CPP e Art. 313 do mesmo código não estão presentes no caso em tela. 


Da inexistência de crime tentado 
Conforme a narrativa exposta, Ricardo e Roberto tentaram utilizar um serrote e uma chave de fenda para acessar o conteúdo dos caixas eletrônicos da agência. No entanto, a defesa ressalta que eles não lograram êxito na execução. Portanto considerando o caso concreto analisado, houve efetiva possibilidade de consumação do crime de furto. 


O Art. 312 do CPP menciona o perigo gerado pelo estado de liberdade do imputado, o que não se aplica ao caso concreto, Como se pode verificar, não há que se falar em garantia da ordem pública, uma vez que a tentativa enquadra-se como crime impossivel,onde exige que o meio empregado pelo agente e o objeto sobre o qual recai a conduta seja absolutamente indôneos para produzir a finalidade e o resultado, uma vez que a estrutura do caixa era de aço e imune à ação mecanica por força humana. Art. 17 do CP. 


Igualmente, não há que se dizer que os indiciados, em liberdade, possam oferecer qualquer obstaculo à produção da prova, pois não apresentam, como ja dito, o perfil de pessoa perigosa, assim, não está presente o requisito da conveniência da instrução criminal.


Assim não havendo os requisitos da custódia preventiva, não há que se falar em manuteção da prisão em flagrante, devendo ser concedida aos requeridos a Liberdade Provisória. 



","07/11/2023, 23:34:13"
00:07:44,00:07:35,1662,1.0,"DO DIREITO:




I. Da tempestividade:

Os Réus foram intimados em 11/04/2023, dado o prazo disposto no Art. 403, §3°, Código de Processo Penal, o prazo para elaboração dos referidos memoriais é de 5 dias, logo a presente demanda está dentro do prazo estipulado em lei, tendo em vista que o prazo máximo para o protocolo da referida peça é até 17/04/2023.


II:  Da Não constituição de crime:
Pelo que se depreende dos autos, resta claro que o fato narrada não constitui crime, visto que, por mais que tenham sido denunciados por furto, de acordo com o ofício enviado pelo banco do Banco Peixe, que informou ao Juízo que a estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana, e que os acusados não lograram danificar a estrutura do caixa eletrônico, dessa maneira não há no que se falar prática delituosa, conforme Art. 386, III, Código de Processo Penal.



III. Da pena: 
Em caso de condenação, que a pena seja fixada no mínimo legal. 
Caso o Juízo entenda que deverá ser fixado um regime para o cumprimento da pena, que seja fixado o regime aberto, conforme art. 33, §2°, c, CP. Poderá ainda, ocorrer a substituição da pena privativa de liberdade pela restritiva de direitos, conforme o art. 44, CP, desde que preencha os requisitos necessários para sua aplicação, o que é o referido caso concreto, devendo então ser aplicadas as restrições de direitos, ao invés da pena privativa de liberdade. 



","07/11/2023, 23:35:25"
01:00:01,00:48:03,1662,1.0,"A priori, o Ministério Público realizou a denùncia com a fundamentação voltada para a prática do art.155, § 4, I do Código Penal e Art. 14, II do Código Penal:

Art. 155 - Subtrair, para si ou para outrem, coisa alheia móvel:
§ 4o - A pena é de reclusão de dois a oito anos, e multa, se o crime é cometido:

Art. 14 - Diz-se o crime:
II - tentado, quando, iniciada a execução, não se consuma por circunstâncias alheias à vontade do agente.

Entretanto, Art. 17 do Código Penal, disciplina o crime impossível, que exclue a pena datentativa de um crime que por ineficácia absoluta ou por impropriedade do objeto, torna-se impossível a consumação do delito. 

Art. 17 - Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime

No caso em tela, a Polícia Militar fora acionada por vigilantes da agência que, remotamente, por meio de câmeras de segurança, acompanharam a ação de Ricardo e Roberto, que tentaram utilizar o serrote para romper a placa de aço e, assim, ter acesso ao conteúdo dos caixas eletrônicos da agência. Após 30 minutos de tentativas, Ricardo e Roberto deixaram a agência, momento em que, já ao lado de fora, foram abordados pelos policiais militares.

Nesse sentido, trata-se de crime impossível, inclinando o caso para excluir a aplicação da pena encontra barreira posta pela Súmula 567 so STJ, que disciplina sobre a impossibilidade de se aplicar o disposto sobre crime impossível somente pelo fato do estabelecimento alvo da tentativa possuir sistema de vigilância. 

Nesse diapasão, é indubitável a realização do distinguishing, visto que não há coincidência entre os fatos usados na situação posta e o paradigma usado no fundamento da súmula. No paradigma usado, sistema de vigilância realizado por monitoramento eletrônico ou por existência de segurança no interior de estabelecimento comercial, por si só, não torna impossível a configuração do crime de furto. Contudo, no caso em questão as ferramentas usadas na tentativa nunca iriam consumar o suposto delito e os acusados sairam da agência sem o objeto alvo da subtração, não afastando este argumento. Conforme o seguinte julgado:

AgRg no HABEAS CORPUS Nº 696810 - SP (2021/0312236-9) RELATOR : MINISTRO JOÃO OTÁVIO DE NORONHA AGRAVANTE : WELLINGTON MARTINS NICOLAO ADVOGADOS : DEFENSORIA PÚBLICA DO ESTADO DE SÃO PAULO ELTHON SIECOLA KERSUL - SP291440 AGRAVADO : MINISTÉRIO PÚBLICO FEDERAL AGRAVADO : MINISTÉRIO PÚBLICO DO ESTADO DE SÃO PAULO IMPETRADO : TRIBUNAL DE JUSTIÇA DO ESTADO DE SÃO PAULOEMENTA DIREITO E PROCESSO PENAL. AGRAVO REGIMENTAL NO HABEAS CORPUS. CRIME DE FURTO TENTADO. CRIME IMPOSSÍVEL. NÃO OCORRÊNCIA. SISTEMA DE VIGILÂNCIA. SÚMULA N. 567 DO STJ. JURISPRUDÊNCIA DO STJ. DECISÃO MANTIDA. AGRAVO REGIMENTAL DESPROVIDO. 1. Ainda que inadequada a impetração de habeas corpus em substituição à revisão criminal ou ao recurso constitucional próprio, diante do disposto no art. 654, § 2º, do Código de Processo Penal, o STJ considera passível de correção de ofício o flagrante constrangimento ilegal. 2. ?Sistema de vigilância realizado por monitoramento eletrônico ou por existência de segurança no interior de estabelecimento comercial, por si só, não torna impossível a configuração do crime de furto? (Súmula n. 567 do STJ). 3. Quando há o monitoramento da ação delituosa, mas o agente consegue sair do estabelecimento comercial com o produto da subtração, afasta-se a configuração de crime impossível por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, conforme dicção do art. 17 do CP. 4. Mantém-se a decisão agravada cujos fundamentos estão em conformidade com o entendimento do STJ sobre a matéria suscitada. 5. Agravo regimental desprovido.ACÓRDÃO Vistos e relatados estes autos em que são partes as acima indicadas, acordam os Ministros da Turma, por unanimidade, negar provimento ao agravo regimental. Os Srs. Ministros Reynaldo Soares da Fonseca, Ribeiro Dantas, Joel Ilan Paciornik e Jesuíno Rissato (Desembargador Convocado do TJDFT) votaram com o Sr. Ministro Relator.Brasília, 07 de junho de 2022. Ministro JOÃO OTÁVIO DE NORONHA Relator
 







","07/11/2023, 23:35:28"
00:58:51,00:50:54,1662,1.0,"Conforme Art. 17 do Código Penal, considera-se impossível o crime quando da impossibilidade da consumação desse em razão da ineficácia absoluta do meio. No caso em análise, conforme ofício do Banco Peixe anexado aos autos, a estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana, desse modo, tendo em vista que os réus são acusados pela tentativa de furto qualificado pela destruição ou rompimento de obstáculo, nos moldes do Art. 155, § 4°, I  do Código Penal, conclui-se pela total impossibilidade da consumação da prática delituosa por meio do uso de serrote e chave de fenda. 

 



","07/11/2023, 23:35:36"
00:59:35,00:47:01,1662,1.0,"Diante do exposto, prosseguiu o Ministério Público com a condenação dos dois acusados pelos crimes de Furto Qualificado conforme prevê o Art. 155, § 4°, I e IV do Código Penal:

Art. 155 - Subtrair, para si ou para outrem, coisa alheia móvel:

§ 4o - A pena é de reclusão de dois a oito anos, e multa, se o crime é cometido:

I - com destruição ou rompimento de obstáculo à subtração da coisa;
IV - mediante concurso de duas ou mais pessoas§ 4o-A A pena é de reclusão de 4 (quatro) a 10 (dez) anos e multa, se houver emprego de explosivo ou de artefato análogo que cause perigo comum. 

Porém, conforme informado por meio de óficio do Banco Peixe, a estrutura do Caixa Eletrônico não sofreu danos, pois é imune a ação mecânica humana. Os acusados tentarem romper uma estrutura metálica reforçada portando os seguintes equipamentos para cometer o delito: Serrote, Alicate e Chave de Fenda.
Levando em consideração os equipamentos utilizados para a prática do crime e o recipiente que seria alvo da conduta delitiva, tem-se caracterizado um crime impossível confome prevê o Art. 17, Código Penal:

Art. 17 - Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime. (Redação dada pela Lei no 7.209, de 11.7.1984)

Embora tenha segurança eletrônica no Banco Peixe, por si só, não inviabilia a ocorrência do crime de furto, conforme entendimento da Súmula 567 do STJ: Sistema de vigilância realizado por monitoramento eletrônico ou por existência de segurança no interior de estabelecimento comercial, por si só, não torna impossível a configuração do crime de furto. Porém, os meios utilizados para cometer o delito não seria possível de haver a consumação do delito.














","07/11/2023, 23:36:16"
00:36:31,00:36:19,1662,1.0,"III - DO DIREITO 




           Diante dos fatos narrados, bem como das provas apresentadas em sede de instrução, nota-se a impossibilidade do cometimento do crime, sendo configurado o crime impossível, com fulcro no art. 17 do Código Penal, tendo em vista que não há como cometer um crime de furto qualificado com destruição ou rompimento de obstáculo à subtração da coisa, tampouco mediante a concurso de credores se não existe qualquer possibilidade de mãos humanas romperem a barreira de aço, bem como se não houve a subtração de fato dos bens. 
           
          Inclusive, é de entendimento dos renomados tribunais quanto a impossibilidade do cometimento de tal crime, conforme os fatos narrados (AResp 1358502)

         Portanto, resta comprovada a inexistência do fato, conforme rege o artigo 386, I do Código de Processo Penal, motivo pelo qual é pleieada a absolvição do réu, como medidda da mais lídima justiça.







 













","07/11/2023, 23:37:57"
00:29:19,00:29:09,1662,1.0,"
Crime impossível (Redação dada pela Lei nº 7.209, de 11.7.1984)

        Art. 17 - Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime.(Redação dada pela Lei nº 7.209, de 11.7.1984)


absolvição sumária 

Art. 397.  Após o cumprimento do disposto no art. 396-A, e parágrafos, deste Código, o juiz deverá absolver sumariamente o acusado quando verificar:           (Redação dada pela Lei nº 11.719, de 2008).

I - a existência manifesta de causa excludente da ilicitude do fato;           (Incluído pela Lei nº 11.719, de 2008).

II - a existência manifesta de causa excludente da culpabilidade do agente, salvo inimputabilidade;           (Incluído pela Lei nº 11.719, de 2008).

III - que o fato narrado evidentemente não constitui crime; ou           (Incluído pela Lei nº 11.719, de 2008).

IV - extinta a punibilidade do agente.           (Incluído pela Lei nº 11.719, de 2008).






","07/11/2023, 23:38:43"
01:04:59,00:51:58,1662,1.0,"Do direito   Nesse merito, devemos observar a atipicidade da conduta de amabos os acusados devido a inefícácia do objeto utilizado para a pratica delituosa, assim como foi citado pelo proprio banco, onde foi juntadoaos autos um documento onde afirma que os caixas eletronicos são imunes a ações mecanicas com força humana.  Desse modo, venho requerer a absolvição dos acusados com base no Art. 386, III do CPP. 


Caso a tese citada acima não seja acolhida, venho requerer o reconhecimento da circunstancias atenuantes, devido a confissão espontanea feita pelos acusados, previstas no artigo 65 inciso III, CP 


Alem disso, venho requerer tambem a fixação de uma pena base no mínimo legal, ou seja, fixação de um regime aberto para Roberto, previsto no artigo 33, inciso II, CP e de um semi aberto para Ricardo, previsto no mesmo artigo.","07/11/2023, 23:41:06"
00:29:01,00:21:35,1662,0.0,"DO FLAGRANTE INDEVIDO


O acusado teve sua prisão em flagrante convertida e prisão preventiva, sob a a alegação, infundamentada, de que  este já teve envolvimento com outros casos de furto. No entanto,  não existe nos autos qualquer comprovação de que exista circunstâncias fáticas que permitam a referida medida cautelar, nos termos do artiugo 312 do Código de Processo Penal.


O CPP apresenta um rol de hipóteses nas quais o cabimento da prisão preventiva pode ser decretada, o qual necessariamente exige que haja provas ou, pelo menos indícios de autoria do crime pelo qual a parte é acusada. Seja vista a Letra da Lei:



Art. 312. A prisão preventiva poderá ser decretada como garantia da ordem pública, da ordem econômica, por conveniência da instrução criminal ou para assegurar a aplicação da lei penal, quando houver prova da existência do crime e indício suficiente de autoria e de perigo gerado pelo estado de liberdade do imputado.

§ 1º  A prisão preventiva também poderá ser decretada em caso de descumprimento de qualquer das obrigações impostas por força de outras medidas cautelares.

§ 2º A decisão que decretar a prisão preventiva deve ser motivada e fundamentada em receio de perigo e existência concreta de fatos novos ou contemporâneos que justifiquem a aplicação da medida adotada.   

Nesse sentido, o fato de o acusado já ter supostamente se envolvido em outro caso relacionado a um furto não configura uma hipótese legal na qual caiba a decretação da prisão preventiva, uma vez que não justifica a adoção da medida cautelar.




DAS ATENUNANTES

Ainda que fosse comprovada a infração penal por parte de um dos acusados, o pedido do Ministério Público não observou as previsões legais que devem repercutir no cálculo da pena imputada em caso de condenação, conforme prevê o artigo 65 do Código Penal:

         Art. 65 - São circunstâncias que sempre atenuam a pena:  

          ...        

         III - ter o agente:(Redação dada pela Lei nº 7.209, de 11.7.1984)

          ...    

        d) confessado espontaneamente, perante a autoridade, a autoria do crime;

         ....

     Dessa forma,  uma vez que foi confessdo espontoaneamente pelos acusados, ainda que tal fato provavelmente tenha sido em razão de medo e coação, deve-se considerar tal circunstância quando for aplicar a pena decorrente de uma condenação.


","08/11/2023, 22:50:07"
00:35:22,00:26:33,1662,0.0,"DO DIREITO


DO CRIME IMPOSSÍVEL



O reú foi denunciado pelo fato de furto qualificado na modalidade tentada.


Todavia, conforme ofício emitido pelo próprio Banco Peixe, os artefatos utilizados para a prática do crime como serrote, chave de fenda e alicate, jamais lograriam êxito em danificar a estrutura do caixa eletrônico, que é de aço e imune à ação por mecânica por força humana.


Nos termos do art. 17 do código penal não se pode punir a tentativa por ineficácia absoluta  do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime.


O reconhecimento do crime impossível gera atipicidade na conduta e consequentemente cabível a absolvição sumária pelo fato, evidentemente, não constituir crime com base no art. 397, III, CPP.","08/11/2023, 22:54:32"
00:33:01,00:19:56,1662,0.0,"DO DIREITO


       Excelência, não há motivos para a manutenção da prisão do Requerente.
       Prender em flagrante é capturar alguém no momento em que comete um crime. Flagrante é o delito; a flagrância é uma qualidade da infração: o sujeito é preso ao perpetrar o crime, preso em (a comissão de) um crime flagrante (atual). É o delito que está se consumando. Prisão em flagrante delito é a prisão daquele que é surpreendido cometendo uma infração penal.
       Não obstante seja esse o seu preciso significado, certo é que as legislações alargaram um pouco esse conceito, estendendo-o a outras situações.
""Art. 302. Considera-se em flagrante delito quem:
I - está cometendo a infração penal;
II - acaba de cometê-la;
III - é perseguido, logo após, pela autoridade, pelo ofendido ou por qualquer pessoa, em situação que faça presumir ser autor da infração;
        As duas primeiras modalidades são consideradas flagrante próprio, a terceira, flagrante impróprio ou quase flagrante e, finalmente, a última, flagrante presumido.Todavia, MM. Juiz, nenhuma das modalidades acima expostas ocorreu no caso em tela, conforme pode-se observar do auto de prisão em flagrante. 
        Não houve flagrante nenhum com relação aos acusados, e nem poderia, pois, levar consigo uma pequena quantia em dinheiro (ou até mesmo uma quantia maior), nunca foi tipificado como crime.
         Ademais, de acordo com a autoridade policial os requerentes teriam praticado o ilicito tipificado no Art 155, § 4º, incisos I e IV e do Art 14 inciso II  contudo, não houve flagrancia, e pelo contrário, nenhum objeto fruto do suposto crime supracitado foi localizado junto aos requerentes.
         Nesse diapasão, resta clarividente que os requerentes estão sofrendo coação por parte da Autoridade Policial, uma vez que o mesmo não se enquadra em nenhuma das hipóteses do art. 302 do Código de Processo Penal.
         Não houve nexo entre o momento (prática do delito). Os Requerentes não foram encontrado logo depois da prática de uma infração penal, com armas, objetos ou papéis que fizessem presumir ser ele o seu autor. 
Restando afastado o requisito temporal.
         Sendo assim, não caracterizada qualquer das hipóteses previstas no artigo 302, do Código de Processo Penal, não pode subsistir a prisão efetuada pela autoridade policial como sendo em flagrante delito.

          O relaxamento de prisão ilegal é previsto na Constituição Federal em seu artigo 5º:
         Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguinte

         LXV - a prisão ilegal será imediatamente relaxada pela autoridade judiciária;

         O fato é que, ao receber o auto de prisão em flagrante, o juiz deveria motivadamente decidir a medida cabível à espécie, que seria o relaxamento de prisão ilegal, a conversão da prisão em flagrante em preventiva, ou ainda concedendo a liberdade provisória com ou sem fiança.






       ","08/11/2023, 22:59:18"
00:34:41,00:27:45,1662,0.0,"Diante a situação exposta acima ocorre que Ricardo e Roberto não consumaram a suposta pratica do delito de furto, pois alem de usaram de um meio absolutamente ineficaz foram supreedidos pela atuação da policia militar. Ademais, vale salientar que os atos praticados se configuram ineficazes para tipificação de suposta tentativa de furto, tanto que a vitima da suposta pratica delituosa afirmou que não houve nenhum prejuizo causado pelos réus, desta feita não havendo o que se falar em punibilidade, pois o meio tentado seria impossivel de consumar tal delito, com fulcro no art. 14 do codigo penal. Ademais, a defesa requer em diligencia que oficie-se a pericia forense para  provar a absoluta ineficacia do meio utilizado para se obter a pratica imputada aos agentes, com fulcro no art. 159, 5º, I e II do codigo de processo penal. Por fim, caso juizo entenda de forma contraria ao pleito da defesa, a defesa requer o  Beneficio do Acordo de não Persecução Penal em relação ao réu Roberto tendo em vista que o mesmo atende aos requistos, conforme previsão do art. 28, A, Codigo de Processo Penal.","08/11/2023, 22:59:45"
00:27:41,00:27:27,1662,0.0,"Os réus tentaram arrombar um caixa eletrônico se ultilizando de equipamentos que precisam da ação mecânica da força humana, como serrote e uma chave de fenda, ocorre que, o Banco Peixe informou ao juízo que a estrutura que os réus tentaram violar é imune à ação mecânica por força humana, logo, tal crime seria impossível de se concretizar, e o Código Penal em seu art. 17, diz que não se pode punir tentativa quando, por ineficácia absoluta do meio é impossível consumar-se o crime, e de acordo com o art. 386, VI, nessas cirscuntancias o réu estaria isento de pena. 
Tal fato também não caracteriza o Art. 155, § 4º, incisos I, do CP, pois não foi constatado destruição ou rompimento do caixa eletrônico, logo, se o juiz entender pela condenação que opte pela menor condenação, levando em consideração o art. 33,  § 2º, b, do CP, que estabelece como regime inicial o semiaberto, já que o tempo de pena não ultrapassa 08 (oito) anos.","08/11/2023, 22:59:50"
00:29:21,00:21:29,1662,0.0,"Do Direito. 


Ocorre que no processo não foram ouvidas testemunhas, nos termos do artigo 564, alínea h, posto que no inquérito so tiveram a oitiva dos acusados e dos policiais militares, sendo requerido a anulação do processo a parti do artigo apresentado. 
Poderá o juiz aplicar medidas cautelares diversa da prisão, posto que os réus cenfessaram o crime e que após 30 minutos de tentaiva a arrombamento, desistiram, com base no artigo 386 inciso II.



","08/11/2023, 23:00:26"
00:44:38,00:33:51,1662,0.0,"DO DIREITO




Ocorre que Ricardo e Roberto foram denunciados pelos crimes tipificados  Art. 155, § 4º, incisos I e IV, e do Art. 14, inciso II, ambos do Código Penal, diante das manifestações do Banco Peixe, os acusados não conseguiriam concluir a ação delituosa tendo em vista que usaram de um serrote, chave de fenda e alicate, e o caixa eletronico jamais seroa violado com estes recursos, o próprio banco confirmou que o caixa eletronico não foi violado, deste modo é entendido que a qualificadora do crime de Furto é infundada, podemos afastar assim a qualificadora no inciso I, do artigo 155 do Código Penal, a defesa a defesa interpõe o recurso de Apelação perante esse juízo com fulcro no artigo 593, § 4º do Código de Processo Penal, tempestivamente.




12 de Abril de 2023.","08/11/2023, 23:01:53"
00:33:59,00:20:07,1662,0.0,"Pedido de Revogação de Prisão Preventiva:


Com fundamentação jurídica no artigo 5º, inc. LXV da Constituição Federal e no art. 316 do código Penal.


Resposta à Acusação:


Fundamentação Jurídica at. 396 e art. 396-A do Código de Processo Penal.





","08/11/2023, 23:01:55"
00:46:01,00:32:34,1662,0.0,"

I. falta de justa causa: 
art. 17 CP, crime impossível, o meio empregado pelos acusado possui total ineficácia, conforme comprovado pelo ofício encaminhado pelo Banco Peixe. De forma que, deve o juiz absolver o réu quando existirem circunstâncias que excluam o crime ou ientem o réu de pena, consoante art. 386, IV do CPP.
II.Do regime adequado: 
a) da inexistência de circusnstâncias agravantes, os acusados não apresetam nenhuma das situações previstas no art. 61 do CP.
b) d existência de circunstâncias atenuantes: os acusados confessaram a autoria do crimes, conforme disposte na narraçã os dos fatos, de forma que, constitui-se medida atenuante conforme art. 65, III, d do CP.
III. do cumprimento no regime aberto: 
existência de medidas atenuantes, possibilitando que os acusados iniciem o regime aberto.
IV. possibilidade de substituição por pena privativa de liberdade: 
V. Impossibilidade da condenação pautar-se apenas nos elelemtos de informação contidos no inquerito policial, bem como apena s na prova testemunhal. (art 212 CP e art. 155 CPP) , tendo em vista que utilizou-se do testumunhos dos policiais no inquérito policial. 

","08/11/2023, 23:05:12"
00:46:06,00:26:02,1662,0.0,"

Ricardo e Roberto foram flagrados pela Polícia Militar saindo da agência bancária do Banco Peixe, localizada no centro de Barnabeu, Estado de Campo Novo (CN), de posse de equipamentos tipo serrote, chave de fenda e alicate. A Polícia Militar fora acionada por vigilantes da agência que, remotamente, por meio de câmeras de segurança, acompanharam a ação de Ricardo e Roberto, que tentaram utilizar o serrote para romper a placa de aço e, assim, ter acesso ao conteúdo dos caixas eletrônicos da agência. Após 30 minutos de tentativas, Ricardo e Roberto deixaram a agência, momento em que, já ao lado de fora, foram abordados pelos policiais militares.
Ricardo e Roberto foram denunciados como incursos nas penas do Art. 155, § 4º, incisos I e IV, e do Art. 14, inciso II, ambos do Código Penal.
 
Art. 155 - Subtrair, para si ou para outrem, coisa alheia móvel:


§ 4º-A  pena é de reclusão de 4 (quatro) a 10 (dez) anos e multa, se houver emprego de explosivo ou de artefato análogo que cause perigo comum.


  I - com destruição ou rompimento de obstáculo à subtração da coisa;
  IV - mediante concurso de duas ou mais pessoas.


Art. 14 - Diz-se o crime:


II - tentado, quando, iniciada a execução, não se consuma por circunstâncias alheias à vontade do agente


Durante a  instrução processual repetiu as provas orais realizadas na fase inquisitiva, tendo sido ouvidos os Policiais Militares e, em seguida, realizado o interrogatório dos réus, que confessaram a tentativa de arrombamento do caixa eletrônico. Afirmaram que, com o serrote e a chave de fenda, tentaram romper a ferragem do caixa ou abrir os parafusos, mas, após cerca de 30 minutos dentro da agência, apenas conseguiram realizar arranhões na proteção de aço existente, razão pela qual paralisaram a ação e saíram da agência, quando então, do lado de fora, foram abordados por Policiais Militares.


Em diligência requerida pela defesa, foi juntado aos autos um ofício do Banco Peixe, que informou ao Juízo que a estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana, e que os acusados não lograram danificar a estrutura do caixa eletrônico.


Resslto ainda que os requisitos para o crime de furto qualificado, previsto no art. 155, § 4º, incisos I e IV, do Código Penal, ocorre quando o agente subtrai, para si ou para outrem, coisa alheia móvel, com destruição ou rompimento de obstáculo à subtração da coisa ou mediante concurso de duas ou mais pessoas.


No caso concreto em análise, os acusados confessaram que tentaram arrombar o caixa eletrônico da agência, utilizando para isso um serrote e uma chave de fenda. No entanto, a estrutura do caixa eletrônico é de aço e, portanto, imune à ação mecânica por força humana, conforme ofício emitido pelo próprio banco, revereberando no insucesso do feito de modo que os acusados não conseguiram subtrair qualquer coisa, pois não conseguiram romper o obstáculo à subtração da coisa, como o próprio caput defini para coonfiguração do crime. Portanto, não há que se falar em crime de furto qualificado, pois não se configuram os requisitos do tipo pena, devendo a denuncia ser julgada improcedente na imputação de crime qualificado.


Por fim, a ação dos dois configurou meros atos preparatórios – o que impede a condenação por tentativa de roubo circunstanciado, uma vez que não iniciaram a ação de ""subtrair"", núcleo verbal do artigo 157 do Código Penal, por se tratar de crime impossível, ressalto ainda que a absolvição dos acusados não impede que sejam resposabilizados civilmente pelo danos causados. 







","08/11/2023, 23:06:37"
00:31:16,00:20:28,1662,0.0,"Ricardo e Roberto foram flagrados pela Polícia Militar saindo da agência bancária do Banco Peixe, localizada no centro de Barnabeu, Estado de Campo Novo (CN), de posse de equipamentos tipo serrote, chave de fenda e alicate. A Polícia Militar fora acionada por vigilantes da agência que, remotamente, por meio de câmeras de segurança, acompanharam a ação de Ricardo e Roberto, que tentaram utilizar o serrote para romper a placa de aço e, assim, ter acesso ao conteúdo dos caixas eletrônicos da agência. Após 30 minutos de tentativas, Ricardo e Roberto deixaram a agência, momento em que, já ao lado de fora, foram abordados pelos policiais militares.
Ricardo e Roberto foram denunciados como incursos nas penas do Art. 155, § 4º, incisos I e IV, e do Art. 14, inciso II, ambos do Código Penal.
 
Art. 155 - Subtrair, para si ou para outrem, coisa alheia móvel:


§ 4º-A  pena é de reclusão de 4 (quatro) a 10 (dez) anos e multa, se houver emprego de explosivo ou de artefato análogo que cause perigo comum.


  I - com destruição ou rompimento de obstáculo à subtração da coisa;
  IV - mediante concurso de duas ou mais pessoas.


Art. 14 - Diz-se o crime:


II - tentado, quando, iniciada a execução, não se consuma por circunstâncias alheias à vontade do agente.
Durante a  instrução processual repetiu as provas orais realizadas na fase inquisitiva, tendo sido ouvidos os Policiais Militares e, em seguida, realizado o interrogatório dos réus, que confessaram a tentativa de arrombamento do caixa eletrônico. Afirmaram que, com o serrote e a chave de fenda, tentaram romper a ferragem do caixa ou abrir os parafusos, mas, após cerca de 30 minutos dentro da agência, apenas conseguiram realizar arranhões na proteção de aço existente, razão pela qual paralisaram a ação e saíram da agência, quando então, do lado de fora, foram abordados por Policiais Militares.
Em diligência requerida pela defesa, foi juntado aos autos um ofício do Banco Peixe, que informou ao Juízo que a estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana, e que os acusados não lograram danificar a estrutura do caixa eletrônico.
Ressalto ainda que os requisitos para o crime de furto qualificado, previsto no art. 155, § 4º, incisos I e IV, do Código Penal, ocorre quando o agente subtrai, para si ou para outrem, coisa alheia móvel, com destruição ou rompimento de obstáculo à subtração da coisa ou mediante concurso de duas ou mais pessoas.
No caso concreto em análise, os acusados confessaram que tentaram arrombar o caixa eletrônico da agência, utilizando para isso um serrote e uma chave de fenda. No entanto, a estrutura do caixa eletrônico é de aço e, portanto, imune à ação mecânica por força humana, conforme ofício emitido pelo próprio banco, revereberando no inseucesso do feito de modo  que os acusados não conseguiram subtrair qualquer coisa, pois não conseguiram romper o obstáculo à subtração da coisa, como o próprio caput defini para coonfiguração do crime. Portanto, não há que se falar em crime de furto qualificado, pois não se configuram os requisitos do tipo pena, devendo a denuncia ser julgada improcedente na imputação de crime qualificado.
Por fim, a ação dos dois configurou meros atos preparatórios – o que impede a condenação por tentativa de roubo circunstanciado, uma vez que não iniciaram a ação de ""subtrair"", núcleo verbal do artigo 157 do Código Penal, ressalto que a absolvição dos acusados não impede que sejam resposabilizados civilmente pelo danos causados.



","08/11/2023, 23:07:28"
00:46:02,00:36:41,1662,0.0,"DO DIREITO


Tendo em vista que o furto não foi concluído pois o caixa eletrônico do qual foi citado tem uma estrutura que é imune à ação mecânica humana, trata-se de um crime impossível, nos termos do artigo 17, do Código Penal, em que diz que ""Art. 17 - Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime."". Sendo assim, a acusação é infundada. Além que que, em nenhum momento foi solicitada outras provas de que realmente aconteceu o incidente, além do relato dos policiais e a confissão dos acusados, o que não vai de acordo com o artigo 158 do Código de Processo Penal, que diz que: ""Quando a infração deixar vestígios, será indispensável o exame de corpo de delito, direto ou indireto, não podendo supri-lo a confissão do acusado.
Deve ser observado também o fato de que os agentes fizeram confissão deliberadamente, sendo uma atenuante de possível pena que venha a ser sentenciada, como é fundado no artigo 65, III, d do CP:
""Art. 65 - São circunstâncias que sempre atenuam a pena: 
[...]
III - ter o agente:

[...]
 d) confessado espontaneamente, perante a autoridade, a autoria do crime;.","08/11/2023, 23:11:09"
